gpscoordinates_longitude,email,complaint_type,location,CreatedAt,title,citizenName,category,economicImpact,environmentalImpact,emotion,lastUpdatedDate,ResolutionTime,tehsil,id,complaintType,socialImpact,pincode,status,district,date,submissionDate,complaint,contactNumber,updatedAt,relatedPolicies,subcategory,urgencyLevel,ward,gpscoordinates_latitude,isAnonymous,estimated,departmentAssigned
80.2667,example1174@gmail.com,,"Allahabad, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1174,Suresh Yadav,Transportation,Loss of productivity,Increased pollution due to private vehicle usage,Annoyance,2025-02-05,13,N/A,1174,Public Transport,Inconvenience for daily commuters,208012,Closed,Oil Mills Industrial Esta,,2025-02-05,बसों का समय बहुत अस्थिर है और कभी भी बसें निर्धारित समय पर नहीं आतीं।,7060114029,2025-02-05 01:41:04,UP Public Transport Act 2018,Bus Services,Medium,N/A,26.4833,False,97,Transport Department
82.4525,example1175@gmail.com,,"Faizabad, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1175,Simran Kaur,Healthcare,Increased medical expenses,None,Helplessness,2025-02-05,2,N/A,1175,Health Services,Poor health outcomes,233312,Open,Pahewa,,2025-02-05,अस्पतालों में साफ-सफाई की स्थिति बहुत खराब है। डॉक्टर भी समय से नहीं आते।,6730934841,2025-02-05 01:41:04,UP Health Services Act 2015,Public Health,High,N/A,25.5168,True,1,Health Department
79.6583,example1176@gmail.com,,"Mathura, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1176,Vikram Choudhary,Law Enforcement,Loss of business due to crime,None,Anger,2025-02-05,12,N/A,1176,Police & Law,Increased fear and insecurity among residents,242310,Open,Jalapur,,2025-02-05,पुलिस को अपराधियों की जानकारी होते हुए भी वे कोई कार्रवाई नहीं करते। अपराध बढ़ रहे हैं और पुलिस कोई कदम नहीं उठा रही।,6874480083,2025-02-05 01:41:04,UP Police Act 2018,Crime Control,High,N/A,27.9833,False,49,Police Department
83.5,example1177@gmail.com,,"Agra, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1177,Pooja Sharma,Education,Increased private tuition costs,None,Concern,2025-02-05,8,N/A,1177,Education,Poor educational outcomes,277404,Open,Haldi (Ballia),,2025-02-05,"स्कूलों में बच्चों के लिए पर्याप्त शिक्षा सामग्री नहीं है। इसके अलावा, शिक्षक भी बच्चों को ठीक से पढ़ाते नहीं हैं।",8347046373,2025-02-05 01:41:04,UP Education Act 2014,School Curriculum,High,N/A,24.2833,False,10,Education Department
78.2333,example1178@gmail.com,,"Allahabad, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1178,Amit Kumar,Utilities,Additional water procurement costs,Water wastage and contamination,Frustration,2025-02-05,11,N/A,1178,Water Supply,Disruption of daily life and hygiene,244225,Closed,Bachraon,,2025-02-05,"पानी की सप्लाई बहुत अस्थिर हो गई है। कभी बहुत कम पानी आता है, कभी बिल्कुल नहीं आता।",6869747206,2025-02-05 01:41:04,UP Water Supply Act 2019,Water Distribution,High,N/A,28.85,False,71,Water Supply Department
82.2167,example1179@gmail.com,,"Saharanpur, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1179,Ravi Sharma,Utilities,Increased electricity costs,Increased generator usage causing pollution,Exhaustion,2025-02-05,26,N/A,1179,Electricity,Disruption of daily activities,222303,Closed,Maharanj,,2025-02-05,गर्मी के मौसम में बिजली की कटौती से घर के लोग बहुत परेशान हो गए हैं। कई बार तो घंटों बिजली चली जाती है।,9502377815,2025-02-05 01:41:04,UP Electricity Act 2017,Power Distribution,High,N/A,26.15,False,26,Electricity Department
77.3834,example1180@gmail.com,,"Bijnor, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1180,Neha Joshi,Sanitation,Increased healthcare costs,Pollution and pest infestation,Disgust,2025-02-05,4,N/A,1180,Garbage,Health hazards and unhygienic conditions,247122,In Progress,Badshahi Bagh,,2025-02-05,कूड़ा सड़कों पर पड़ा रहता है और सफाई कर्मचारी इसे उठाने का कोई काम नहीं करते।,8384963573,2025-02-05 01:41:04,UP Sanitation Act 2018,Garbage Collection,High,N/A,29.7059,True,37,Sanitation Department
82.15,example1181@gmail.com,,"Mathura, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1181,Rajesh Kumar,Infrastructure,Vehicle repair costs,Air pollution due to traffic congestion,Irritation,2025-02-05,1,N/A,1181,Roads,Increased accidents and injuries,221501,Closed,Kachwa,,2025-02-05,सड़कों की हालत बहुत खराब हो गई है। गड्ढों के कारण गाड़ी चलाना बेहद खतरनाक हो गया है।,8142389293,2025-02-05 01:41:04,UP Road Maintenance Act 2017,Road Maintenance,High,N/A,25.3833,True,77,Public Works Department
77.8167,example1182@gmail.com,,"Moradabad, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1182,Suresh Yadav,Transportation,Loss of productivity,Increased pollution due to private vehicle usage,Frustration,2025-02-05,21,N/A,1182,Public Transport,Inconvenience for daily commuters,245411,In Progress,Saidpur (Bulandshahr),,2025-02-05,"बसें समय पर नहीं आती और जब आती हैं, तो उनमें बहुत भीड़ होती है।",6805978677,2025-02-05 01:41:04,UP Public Transport Act 2018,Bus Services,Medium,N/A,28.7167,False,41,Transport Department
83.5,example1183@gmail.com,,"Jhansi, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1183,Simran Kaur,Healthcare,Increased medical expenses,None,Helplessness,2025-02-05,10,N/A,1183,Health Services,Poor health outcomes,277307,In Progress,Pandan,,2025-02-05,सरकारी अस्पतालों में मरीजों को इलाज देने की कोई व्यवस्था नहीं है। डॉक्टर भी बुरी हालत में हैं।,7238242041,2025-02-05 01:41:04,UP Health Services Act 2015,Public Health,High,N/A,24.2833,False,61,Health Department
82.8622,example1184@gmail.com,,"Agra, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1184,Vikram Choudhary,Law Enforcement,Loss of business due to crime,None,Anger,2025-02-05,19,N/A,1184,Police & Law,Increased fear and insecurity among residents,272165,Open,Hainsar Bazar,,2025-02-05,पुलिस अपराधियों के खिलाफ कोई कार्रवाई नहीं करती। अपराध बढ़ते जा रहे हैं।,6678512077,2025-02-05 01:41:04,UP Police Act 2018,Crime Control,High,N/A,26.8648,False,45,Police Department
78.575,example1185@gmail.com,,"Moradabad, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1185,Pooja Sharma,Education,Increased private tuition costs,None,Concern,2025-02-05,7,N/A,1185,Education,Poor educational outcomes,207502,Open,Railway Road,,2025-02-05,"स्कूलों में शिक्षकों की बहुत कमी है और जो शिक्षक हैं, उनका बच्चों के प्रति कोई ध्यान नहीं है।",9198472014,2025-02-05 01:41:04,UP Education Act 2014,School Curriculum,High,N/A,28.0667,False,19,Education Department
81.5333,example1186@gmail.com,,"Meerut, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1186,Amit Kumar,Utilities,Additional water procurement costs,Water wastage and contamination,Frustration,2025-02-05,18,N/A,1186,Water Supply,Disruption of daily life and hygiene,275205,In Progress,Sadiabad,,2025-02-05,पानी की सप्लाई कई बार नहीं आती। पानी का दबाव भी बहुत कम रहता है।,8053855799,2025-02-05 01:41:04,UP Water Supply Act 2019,Water Distribution,High,N/A,26.4,True,97,Water Supply Department
82.7167,example1187@gmail.com,,"Bijnor, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1187,Ravi Sharma,Utilities,Increased electricity costs,Increased generator usage causing pollution,Exhaustion,2025-02-05,19,N/A,1187,Electricity,Disruption of daily activities,272182,Closed,Walterganj,,2025-02-05,बिजली की कटौती से हम सभी परेशान हो गए हैं। कई बार दिनभर बिजली चली जाती है।,7500064938,2025-02-05 01:41:04,UP Electricity Act 2017,Power Distribution,High,N/A,26.8667,False,71,Electricity Department
79.8,example1188@gmail.com,,"Kanpur, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1188,Neha Joshi,Sanitation,Increased healthcare costs,Pollution and pest infestation,Disgust,2025-02-05,30,N/A,1188,Garbage,Health hazards and unhygienic conditions,242225,Closed,Kant,,2025-02-05,कूड़ा सड़कों पर पड़ा रहता है और सफाई कर्मचारियों का कोई ध्यान नहीं है।,7560854765,2025-02-05 01:41:04,UP Sanitation Act 2018,Garbage Collection,High,N/A,27.8,False,36,Sanitation Department
78.2833,example1189@gmail.com,,"Ghaziabad, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1189,Rajesh Kumar,Infrastructure,Vehicle repair costs,Air pollution due to traffic congestion,Irritation,2025-02-05,18,N/A,1189,Roads,Increased accidents and injuries,246726,In Progress,Haldaur,,2025-02-05,सड़कों पर गड्ढे और टूटी-फूटी सड़कें बहुत बढ़ गई हैं। यह दुर्घटनाओं का कारण बन रही हैं।,8721181247,2025-02-05 01:41:04,UP Road Maintenance Act 2017,Road Maintenance,High,N/A,29.3,True,96,Public Works Department
77.85,example1190@gmail.com,,"Varanasi, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1190,Suresh Yadav,Transportation,Loss of productivity,Increased pollution due to private vehicle usage,Frustration,2025-02-05,8,N/A,1190,Public Transport,Inconvenience for daily commuters,202132,Open,Chandaus,,2025-02-05,बसों की कमी है। लंबा इंतजार करने के बाद भी बस नहीं आती।,9454675379,2025-02-05 01:41:04,UP Public Transport Act 2018,Bus Services,Medium,N/A,28.0833,True,44,Transport Department
78.7478,example1191@gmail.com,,"Bareilly, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1191,Simran Kaur,Healthcare,Increased medical expenses,None,Helplessness,2025-02-05,29,N/A,1191,Health Services,Poor health outcomes,201201,Closed,Harmukhpur,,2025-02-05,सरकारी अस्पतालों में डॉक्टरों की कमी है और मरीजों को ठीक से इलाज नहीं मिल पाता।,6401832413,2025-02-05 01:41:04,UP Health Services Act 2015,Public Health,High,N/A,27.2384,False,45,Health Department
82.85,example1192@gmail.com,,"Gorakhpur, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1192,Vikram Choudhary,Law Enforcement,Loss of business due to crime,None,Anger,2025-02-05,2,N/A,1192,Police & Law,Increased fear and insecurity among residents,224122,Open,Akbarpur (Faizabad),,2025-02-05,पुलिस का रवैया बहुत ही खराब है। कोई भी शिकायत सुनी नहीं जाती।,6396539182,2025-02-05 01:41:04,UP Police Act 2018,Crime Control,High,N/A,26.3667,False,69,Police Department
83.2667,example1193@gmail.com,,"Saharanpur, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1193,Pooja Sharma,Education,Increased private tuition costs,None,Concern,2025-02-05,2,N/A,1193,Education,Poor educational outcomes,232104,Closed,Chandauli,,2025-02-05,स्कूलों में पढ़ाई का स्तर बहुत खराब है। शिक्षक बच्चों को ठीक से पढ़ाने के बजाय अपनी छुट्टियां लेते रहते हैं।,7573093249,2025-02-05 01:41:04,UP Education Act 2014,School Curriculum,High,N/A,25.2667,False,84,Education Department
